RA;ano_dados;fase;idade;genero;anos_ingresso;instituicao;pedra_atual;inde_atual;indicador_auto_avaliacao;indicador_engajamento;indicador_psicossocial;indicador_aprendizagem;indicador_ponto_virada;indicador_adequacao_nivel;indicador_psico_pedagogico;defasagem
1055;2023;1;11;M;0;Pública;Quartzo;5,9765;0,0;7,2;7,52;5,5;7,276666667;5,0;7,291666667;-1
597;2023;1;10;M;1;Pública;Topázio;8,49045;10,0;9,6;7,52;8,5;8,56;5,0;9,0625;-1
624;2023;1;11;M;1;Pública;Topázio;8,270825;9,0;9,2;7,52;8,6;8,39;5,0;8,90625;-1
776;2023;1;10;F;1;Bolsista;Quartzo;5,567916667;0,0;7,0;7,52;3,5;7,223333333;5,0;7,8125;-1
600;2023;1;10;F;2;Pública;Ametista;7,651658333;8,5;8,4;7,52;7,2;8,056666667;5,0;8,28125;-1
1056;2023;1;9;M;0;Pública;Topázio;8,551741667;8,5;9,6;7,52;8,1;8,113333333;10,0;7,96875;0
791;2023;1;12;F;1;Pública;Ágata;6,247916667;0,0;8,1;7,52;5,3;7,723333333;5,0;7,8125;-2
601;2023;1;9;M;2;Pública;Topázio;8,955783333;9,0;10,0;7,52;8,7;8,336666667;10,0;9,0625;0
762;2023;1;13;M;1;Pública;Ametista;7,09945;10,0;9,1;3,14;5,8;7,67;5,0;7,8125;-2
778;2023;1;10;F;2;Pública;Ametista;7,926825;8,5;7,9;7,52;8,2;8,62;5,0;8,90625;-1
628;2023;1;12;M;1;Pública;Topázio;8,370325;9,5;8,9;7,52;9,4;8,45;5,0;8,28125;-2
606;2023;1;10;M;1;Pública;Ametista;7,402491667;8,5;8,5;7,52;6,0;8,223333333;5,0;7,65625;-1
766;2023;1;11;F;3;Pública;Topázio;8,008408333;10,0;8,7;4,39;8,7;8,336666667;5,0;9,21875;-1
607;2023;1;11;M;1;Pública;Ametista;7,333075;8,0;7,5;7,52;6,8;8,17;5,0;7,96875;-1
608;2023;1;10;M;1;Pública;Ametista;7,401741667;10,0;7,5;7,52;6,2;8,113333333;5,0;7,96875;-1
788;2023;1;9;M;2;Pública;Ametista;7,806091667;7,9;9,8;2,52;6,9;8,283333333;10,0;7,65625;0
784;2023;1;10;F;1;Pública;Topázio;8,171366667;10,0;9,5;7,52;7,3;8,783333333;5,0;8,125;-1
785;2023;1;10;F;1;Pública;Topázio;8,137866667;9,0;8,5;7,52;8,8;8,67;5,0;7,916666667;-1
587;2023;1;11;M;1;Pública;Ágata;6,032033333;8,5;7,0;7,52;2,7;6,72;5,0;6,458333333;-1
790;2023;1;12;M;1;Pública;Ágata;6,707666667;0,0;8,1;7,52;7,4;8,286666667;5,0;7,083333333;-2
663;2023;1;11;M;1;Pública;Ágata;6,969133333;6,9;7,4;7,52;7,0;7,393333333;5,0;6,666666667;-1
664;2023;1;11;F;1;Pública;Topázio;8,0872;9,0;9,6;7,52;8,0;8,116666667;5,0;7,916666667;-1
761;2023;1;10;M;1;Pública;Topázio;8,219533333;9,0;9,7;7,52;8,4;8,12;5,0;8,333333333;-1
1057;2023;1;9;F;0;Pública;Topázio;8,4827;10,0;10,0;7,52;6,3;8,34;10,0;8,125;0
629;2023;1;10;F;1;Pública;Topázio;8,013866667;10,0;9,4;7,52;7,5;7,95;5,0;7,916666667;-1
832;2023;1;10;M;1;Pública;Topázio;8,2697;10,0;9,5;7,52;8,5;8,283333333;5,0;7,708333333;-1
594;2023;1;11;M;1;Pública;Ágata;6,702033333;8,5;7,1;6,27;5,8;7,336666667;5,0;6,875;-1
617;2023;1;11;F;2;Pública;Ágata;6,816166667;0,0;9,0;7,52;6,9;8,116666667;5,0;7,708333333;-1
767;2023;1;11;M;2;Pública;Ametista;7,3807;10,0;8,3;7,52;6,3;7,446666667;5,0;7,291666667;-1
1058;2023;1;9;F;0;Pública;Ametista;7,356533333;10,0;8,7;3,14;5,4;7,62;10,0;7,083333333;0
747;2023;1;11;F;1;Pública;Ágata;6,026366667;10,0;8,0;3,14;3,1;6,94;5,0;6,041666667;-1
827;2023;1;11;F;1;Pública;Ametista;7,419925;7,9;8,1;3,14;8,1;8,73;5,0;8,28125;-1
1059;2023;1;10;M;0;Pública;Ametista;7,763741667;10,0;9,8;2,52;7,6;8,673333333;5,0;7,96875;-1
612;2023;1;11;F;2;Bolsista;Topázio;8,410783333;9,0;9,7;3,77;9,7;9,286666667;5,0;9,0625;-1
1060;2023;1;10;M;0;Pública;Ametista;7,095741667;9,0;8,6;3,14;5,7;8,673333333;5,0;7,96875;-1
665;2023;1;11;F;1;Pública;Ágata;6,185658333;9,5;4,9;2,52;5,2;8,226666667;5,0;8,28125;-1
829;2023;1;9;F;1;Pública;Topázio;8,532075;9,0;9,4;3,14;8,4;9,23;10,0;9,21875;0
1061;2023;1;10;M;0;Pública;Topázio;8,196533333;9,5;9,7;3,14;9,3;8,836666667;5,0;8,75;-1
1062;2023;1;9;M;0;Pública;Ametista;7,448841667;7,4;7,7;3,77;6,2;8,503333333;10,0;8,59375;0
615;2023;1;10;F;3;Pública;Ametista;7,815658333;10,0;9,7;3,14;7,6;8,616666667;5,0;8,28125;-1
833;2023;1;10;M;1;Pública;Ametista;7,81295;10,0;9,5;3,77;7,4;8,56;5,0;8,4375;-1
630;2023;1;10;M;1;Pública;Ametista;7,199991667;9,0;8,6;3,77;5,7;8,673333333;5,0;8,28125;-1
752;2023;1;11;F;1;Pública;Topázio;8,073825;9,5;9,9;7,52;6,4;9,23;5,0;7,65625;-1
777;2023;1;9;F;1;Pública;Ametista;7,468125;0,0;9,3;7,52;6,3;8,84;10,0;8,28125;0
1063;2023;1;11;M;0;Bolsista;Ametista;7,490825;9,5;9,5;7,52;5,9;7,89;5,0;6,40625;-1
764;2023;1;9;M;1;Pública;Ametista;7,682125;0,0;9,2;7,52;7,8;8,56;10,0;8,28125;0
1064;2023;1;10;M;0;Pública;Topázio;8,4777;8,5;9,8;7,52;8,6;8,84;5,0;9,375;-1
1065;2023;1;10;F;0;Pública;Topázio;8,03395;8,5;9,6;7,52;7,0;8,84;5,0;8,4375;-1
772;2023;1;12;M;2;Pública;Quartzo;5,930166667;0,0;7,2;7,52;4,8;8,003333333;5,0;6,875;-2
781;2023;1;10;F;2;Pública;Topázio;8,209283333;7,5;9,8;7,52;7,9;9,116666667;5,0;8,4375;-1
1066;2023;1;10;F;0;Pública;Ametista;7,262616667;8,5;6,6;7,52;6,2;8,783333333;5,0;8,4375;-1
1067;2023;1;10;M;0;Pública;Ágata;6,541458333;0,0;7,9;7,52;5,4;9,006666667;5,0;8,28125;-1
834;2023;1;10;M;1;Pública;Topázio;8,662616667;9,0;9,9;6,27;9,2;9,283333333;5,0;9,6875;-1
722;2023;1;10;F;2;Pública;Ametista;7,3387;8,5;9,6;2,52;6,4;8,67;5,0;8,125;-1
1068;2023;1;10;M;0;Pública;Topázio;8,472533333;8,5;9,3;6,89;9,0;9,283333333;5,0;9,166666667;-1
796;2023;1;11;F;1;Pública;Ametista;7,462866667;9,0;9,8;6,27;5,5;8,336666667;5,0;7,083333333;-1
1069;2023;1;11;M;0;Pública;Ametista;7,590033333;9,0;7,8;7,52;7,1;8,226666667;5,0;8,125;-1
797;2023;1;11;M;2;Pública;Ametista;7,373033333;8,5;8,6;7,52;7,5;7,233333333;5,0;6,041666667;-1
647;2023;1;10;F;1;Bolsista;Ametista;7,100566667;7,3;8,7;6,27;5,2;8,446666667;5,0;7,708333333;-1
814;2023;1;10;M;1;Pública;Topázio;8,367866667;9,5;9,6;6,89;8,2;9,226666667;5,0;8,333333333;-1
652;2023;1;10;F;1;Pública;Ametista;7,871033333;9,0;9,4;6,89;7,0;8,446666667;5,0;8,125;-1
816;2023;1;10;F;1;Pública;Topázio;8,5572;7,5;9,8;7,52;8,9;9,283333333;5,0;9,583333333;-1
640;2023;1;12;F;1;Pública;Ágata;6,1105;0,0;7,3;7,52;4,9;8,446666667;5,0;7,291666667;-2
810;2023;1;9;M;2;Pública;Ametista;7,782866667;8,0;8,5;7,52;6,9;7,836666667;10,0;5,833333333;0
643;2023;1;11;M;1;Pública;Ametista;7,389033333;9,5;8,2;7,52;7,1;7,613333333;5,0;6,041666667;-1
819;2023;1;9;M;1;Pública;Ametista;7,944833333;0,0;8,3;7,52;9,5;8,893333333;10,0;8,541666667;0
1070;2023;1;11;M;0;Pública;Ágata;6,939033333;9,0;7,8;3,14;5,8;8,67;5,0;7,708333333;-1
813;2023;1;9;M;1;Pública;Ametista;7,5867;9,5;8,4;7,52;3,9;8,06;10,0;8,125;0
636;2023;1;11;M;1;Pública;Ágata;6,836666667;0,0;8,3;5,64;9,0;7,446666667;5,0;8,333333333;-1
798;2023;1;11;M;1;Bolsista;Ametista;7,018033333;9,0;8,1;7,52;6,1;6,95;5,0;6,458333333;-1
799;2023;1;10;F;1;Pública;Topázio;8,061533333;9,5;9,6;5,64;8,3;8,17;5,0;8,333333333;-1
815;2023;1;10;M;1;Pública;Ágata;6,122166667;0,0;8,6;5,02;6,5;7,063333333;5,0;6,875;-1
637;2023;1;11;F;2;Pública;Topázio;8,109533333;8,0;9,5;7,52;8,5;8,17;5,0;8,333333333;-1
638;2023;1;10;F;3;Pública;Ametista;7,754866667;9,0;9,4;7,52;6,5;7,946666667;5,0;8,333333333;-1
801;2023;1;9;M;1;Pública;Ágata;6,8735;0,0;7,5;7,52;7,6;7,12;10,0;6,875;0
802;2023;1;10;M;2;Pública;Topázio;8,126866667;8,0;9,3;7,52;9,4;7,506666667;5,0;8,333333333;-1
1071;2023;1;11;M;0;Pública;Ágata;6,414033333;9,0;8,6;7,52;3,5;6,396666667;5,0;5,625;-1
817;2023;1;9;F;1;Pública;Ametista;7,8597;9,5;8,8;6,89;5,4;7,89;10,0;8,125;0
818;2023;1;8;M;1;Pública;Ametista;7,997366667;10,0;8,4;7,52;6,2;7,613333333;10,0;8,125;1
804;2023;1;11;M;1;Pública;Ametista;7,2352;10,0;8,6;6,27;6,9;7,173333333;5,0;5,833333333;-1
645;2023;1;11;F;1;Pública;Ametista;7,613033333;9,0;8,5;6,27;7,3;8,116666667;5,0;8,125;-1
479;2023;2;11;M;3;Bolsista;Topázio;8,988866667;9,0;10,0;2,52;9,7;9,6375;10,0;9,791666667;0
493;2023;2;10;F;3;Pública;Ametista;7,934366667;9,5;9,6;2,52;6,0;8,84;10,0;8,541666667;0
1072;2023;2;11;M;0;Pública;Topázio;8,0152;9,0;8,6;5,0;6,7;8,7125;10,0;8,125;0
536;2023;2;10;F;3;Pública;Ametista;7,759533333;8,0;9,3;2,52;5,9;9,17;10,0;8,333333333;0
1073;2023;2;12;F;0;Pública;Ágata;6,384333333;0,0;8,8;2,52;6,2;9,045;5,0;8,333333333;-1
494;2023;2;12;F;1;Privada;Ametista;7,116633333;6,9;9,0;2,52;6,8;8,71;5,0;7,708333333;-1
496;2023;2;12;M;5;Privada;Ágata;6,603666667;0,0;7,1;5,0;8,3;8,71;5,0;7,916666667;-1
497;2023;2;14;F;7;Bolsista;Quartzo;5,7191;5,3;8,7;2,52;3,5;6,885;5,0;6,25;-2
1074;2023;2;12;F;0;Pública;Ágata;6,195833333;0,0;9,8;2,52;6,0;7,8775;5,0;7,083333333;-1
486;2023;2;11;F;3;Privada;Ametista;7,1043;8,4;6,4;2,52;6,2;8,7525;10,0;7,5;0
1075;2023;2;12;F;0;Pública;Ágata;6,591333333;0,0;9,6;5,0;5,5;9,0025;5,0;7,708333333;-1
578;2023;2;11;M;4;Bolsista;Topázio;9,013866667;9,0;10,0;2,52;9,7;9,7625;10,0;9,791666667;0
513;2023;2;10;M;2;Privada;Topázio;8,297866667;9,5;9,7;2,52;7,5;9,0075;10,0;8,541666667;0
487;2023;2;11;F;4;Bolsista;Topázio;8,988866667;8,5;9,9;5,0;9,5;9,26;10,0;9,166666667;0
1076;2023;2;12;F;0;Pública;Ametista;7,901033333;9,0;9,7;2,52;8,5;8,8775;5,0;8,333333333;-1
490;2023;2;11;F;1;Privada;Ametista;7,429466667;7,9;7,9;2,52;5,8;9,0075;10,0;8,541666667;0
491;2023;2;11;M;1;Pública;Ametista;7,560533333;9,5;9,6;2,52;5,0;8,3375;10,0;7,708333333;0
1077;2023;2;11;M;0;Pública;Ametista;7,2115;0,0;9,7;2,52;7,3;8,4225;10,0;8,75;0
484;2023;2;12;M;1;Pública;Quartzo;5,515466667;6,4;7,5;2,52;3,6;6,8;5,0;5,416666667;-1
508;2023;2;10;M;1;Pública;Ametista;7,671633333;6,4;8,6;2,52;7,5;8,6725;10,0;8,333333333;0
495;2023;2;12;M;1;Privada;Ametista;7,417366667;9,0;8,4;2,52;7,4;8,755;5,0;8,541666667;-1
1078;2023;2;14;M;0;Pública;Ágata;6,472333333;5,3;6,8;2,52;6,4;8,2975;5,0;8,958333333;-2
340;2023;2;12;M;6;Pública;Ametista;7,059666667;0,0;9,6;2,52;8,9;8,505;5,0;9,166666667;-1
1079;2023;2;12;M;0;Pública;Ágata;6,916533333;9,0;8,1;2,52;7,6;7,13;5,0;7,083333333;-1
1080;2023;2;12;M;0;Pública;Ágata;6,571966667;7,9;10,0;5,0;1,5;8,13;5,0;8,541666667;-1
1081;2023;2;14;F;0;Pública;Ametista;7,666033333;10,0;10,0;2,52;6,5;8,59;5,0;8,958333333;-2
1082;2023;2;12;F;0;Pública;Ametista;7,1617;9,5;9,5;2,52;5,0;8,4225;5,0;8,75;-1
1083;2023;2;10;F;0;Pública;Topázio;8,2345;6,8;10,0;5,0;7,5;8,38;10,0;8,75;0
531;2023;2;11;M;1;Pública;Topázio;8,3252;9,5;10,0;2,52;7,7;8,59;10,0;8,75;0
1084;2023;2;11;F;0;Pública;Ametista;7,9948;8,4;10,0;2,52;6,8;8,38;10,0;8,75;0
516;2023;2;10;M;4;Bolsista;Topázio;8,6807;10,0;9,8;2,52;9,3;8,7175;10,0;8,75;0
348;2023;2;13;M;1;Pública;Ágata;6,817866667;10,0;8,7;2,52;4,4;8,0075;5,0;8,541666667;-1
1085;2023;2;12;F;0;Pública;Ágata;6,563833333;0,0;9,8;2,52;6,7;8,13;5,0;8,958333333;-1
1086;2023;2;12;F;0;Pública;Ametista;7,2382;8,5;9,4;2,52;5,7;8,755;5,0;8,75;-1
1087;2023;2;12;F;0;Pública;Ametista;7,2067;10,0;9,5;2,52;5,4;8,0475;5,0;8,75;-1
509;2023;2;12;F;5;Pública;Ametista;7,606033333;8,5;8,1;2,52;8,6;8,84;5,0;8,958333333;-1
499;2023;2;11;M;3;Pública;Ametista;7,8883;7,9;10,0;2,52;6,6;8,2975;10,0;8,75;0
500;2023;2;11;F;3;Pública;Topázio;8,427533333;9,5;10,0;2,52;7,9;8,7975;10,0;8,958333333;0
1088;2023;2;13;M;0;Pública;Ametista;7,4717;9,5;9,8;2,52;6,8;7,9225;5,0;8,75;-1
1089;2023;2;11;F;0;Pública;Ametista;7,9947;9,0;9,5;2,52;7,0;8,3375;10,0;8,75;0
1090;2023;2;13;M;0;Pública;Ametista;7,844033333;9,0;9,6;2,52;9,0;7,88;5,0;8,958333333;-1
503;2023;2;11;M;3;Pública;Topázio;8,4682;9,5;10,0;2,52;8,7;8,255;10,0;8,75;0
1091;2023;2;12;M;0;Pública;Topázio;8,032533333;8,5;9,0;2,52;9,5;9,1725;5,0;8,958333333;-1
1092;2023;2;12;M;0;Pública;Ametista;7,41;7,8;9,8;2,52;6,9;8,2975;5,0;8,75;-1
1093;2023;2;11;M;0;Pública;Topázio;8,197533333;7,0;9,3;2,52;9,2;8,2975;10,0;8,958333333;0
1094;2023;2;11;F;0;Pública;Topázio;8,1779;7,8;9,5;2,52;8,5;8,3375;10,0;8,75;0
1095;2023;2;13;M;0;Pública;Ágata;6,238;0,0;9,8;2,52;5,3;8,005;5,0;8,75;-1
324;2023;2;11;F;1;Pública;Ametista;7,6354;5,8;9,0;2,52;8,4;7,5875;10,0;8,125;0
350;2023;2;12;F;1;Pública;Ametista;7,972033333;10,0;9,7;2,52;9,0;7,92;5,0;8,958333333;-1
517;2023;2;13;F;6;Pública;Ágata;6,3104;4,1;9,0;2,52;6,6;6,7125;5,0;6,875;-1
325;2023;2;11;M;1;Pública;Ágata;6,243;0,0;7,1;5,0;5,6;7,0025;10,0;8,125;0
518;2023;2;11;M;1;Pública;Ametista;7,5762;8,5;8,5;5,0;6,7;6,9175;10,0;8,125;0
530;2023;2;11;M;4;Pública;Ametista;7,653033333;10,0;8,8;5,0;5,7;7,46;10,0;7,708333333;0
524;2023;2;12;M;4;Pública;Ametista;7,331133333;6,4;9,2;2,52;8,9;7,42;5,0;8,333333333;-1
1096;2023;2;10;F;0;Pública;Topázio;8,615533333;9,5;9,9;2,52;9,6;8,0875;10,0;8,958333333;0
526;2023;2;13;M;1;Pública;Topázio;8,0957;9,5;9,8;5,0;8,8;7,7525;5,0;8,75;-1
528;2023;2;12;M;2;Pública;Ametista;7,6892;9,0;8,5;5,0;8,2;7,92;5,0;8,75;-1
534;2023;2;13;M;2;Pública;Quartzo;5,8385;0,0;8,1;2,52;5,4;7,92;5,0;8,125;-1
1097;2023;2;14;M;0;Pública;Ágata;6,9547;9,5;8,6;5,0;5,4;6,96;5,0;8,125;-2
1098;2023;2;13;F;0;Pública;Ametista;7,2787;9,5;9,5;2,52;6,4;7,92;5,0;8,125;-1
506;2023;2;13;M;3;Pública;Ametista;7,750033333;9,5;8,1;5,0;8,5;7,92;5,0;8,958333333;-1
1099;2023;2;13;F;0;Pública;Ametista;7,113533333;9,0;9,6;2,52;5,2;8,34;5,0;8,333333333;-1
1100;2023;2;11;M;0;Pública;Topázio;8,261033333;10,0;9,2;5,0;7,1;8,283333333;10,0;8,541666667;0
1101;2023;2;10;M;0;Pública;Ágata;6,446666667;0,0;7,2;5,0;5,3;8,116666667;10,0;8,333333333;0
1102;2023;2;11;M;0;Pública;Topázio;8,123033333;9,5;9,5;5,0;7,5;7,56;10,0;7,708333333;0
363;2023;2;13;M;1;Pública;Ágata;6,680833333;0,0;9,9;2,52;6,8;8,673333333;5,0;8,541666667;-1
1103;2023;2;10;M;0;Pública;Ametista;7,574866667;9,0;8,7;5,0;5,0;8,006666667;10,0;8,333333333;0
539;2023;2;12;F;1;Pública;Ametista;7,796866667;9,5;8,6;2,52;8,5;8,84;5,0;9,166666667;-1
540;2023;2;11;F;4;Pública;Topázio;8,216033333;8,5;8,8;5,0;7,1;8,95;10,0;8,958333333;0
574;2023;2;11;M;1;Pública;Ametista;7,878133333;6,9;8,2;5,0;8,1;8,173333333;10,0;7,916666667;0
369;2023;2;12;M;1;Pública;Ágata;6,0197;10,0;4,1;5,0;4,0;7,726666667;5,0;8,541666667;-1
375;2023;2;12;M;4;Pública;Ametista;7,070833333;0,0;9,9;5,0;7,9;8,283333333;5,0;8,541666667;-1
376;2023;2;13;F;4;Pública;Ametista;7,1392;8,5;9,6;2,52;5,9;8,226666667;5,0;7,916666667;-1
535;2023;2;11;F;4;Pública;Topázio;8,0027;9,0;9,4;5,0;5,6;8,95;10,0;8,125;0
547;2023;2;12;F;4;Pública;Ágata;6,467;0,0;9,1;2,52;6,2;8,95;5,0;8,75;-1
548;2023;2;12;M;4;Pública;Ametista;7,4322;9,0;9,1;2,52;7,4;8,283333333;5,0;8,333333333;-1
538;2023;2;13;M;1;Pública;Ágata;6,413466667;7,4;8,6;2,52;4,7;7,39;5,0;7,916666667;-1
365;2023;2;10;F;1;Pública;Topázio;8,6587;10,0;9,9;2,52;8,7;8,953333333;10,0;8,958333333;0
559;2023;2;12;M;2;Pública;Ametista;7,947366667;10,0;9,4;5,0;7,4;8,506666667;5,0;8,958333333;-1
1104;2023;2;13;F;0;Pública;Ametista;7,265533333;5,7;10,0;2,52;6,4;9,063333333;5,0;8,541666667;-1
563;2023;2;11;F;3;Pública;Ametista;7,684133333;6,4;9,7;2,52;6,2;8,726666667;10,0;8,75;0
573;2023;2;12;M;3;Pública;Ametista;7,774366667;9,5;9,8;5,0;6,6;8,45;5,0;8,541666667;-1
551;2023;2;12;F;5;Pública;Ametista;7,075033333;10,0;8,6;2,52;5,4;8,393333333;5,0;8,541666667;-1
566;2023;2;12;F;1;Pública;Ametista;7,7227;9,0;8,8;2,52;8,4;8,673333333;5,0;8,958333333;-1
555;2023;2;13;M;4;Pública;Quartzo;5,898133333;7,4;8,1;2,52;3,9;6,946666667;5,0;6,25;-1
373;2023;2;12;M;1;Pública;Ágata;6,805;0,0;9,7;2,52;8,4;7,84;5,0;8,75;-1
1105;2023;2;13;F;0;Pública;Ágata;6,299166667;0,0;9,0;2,52;6,0;8,673333333;5,0;8,125;-1
546;2023;2;12;F;2;Pública;Ágata;6,031666667;0,0;7,2;2,52;5,7;9,173333333;5,0;8,75;-1
557;2023;2;11;M;4;Pública;Topázio;8,7717;10,0;8,2;5,0;8,9;9,62;10,0;9,375;0
1106;2023;2;12;M;0;Pública;Ametista;7,1642;8,5;9,3;5,0;5,1;8,003333333;5,0;8,333333333;-1
558;2023;2;15;M;1;Pública;Ágata;6,615333333;7,8;9,4;5,0;6,0;6,78;2,5;6,458333333;-3
560;2023;2;12;M;3;Pública;Quartzo;4,932;0,0;8,4;2,52;4,0;6,0;5,0;5,0;-1
1107;2023;2;12;F;0;Pública;Ametista;7,9327;9,0;9,4;5,0;7,5;8,783333333;5,0;8,958333333;-1
1108;2023;2;12;M;0;Pública;Ágata;6,310833333;0,0;9,3;5,0;4,7;8,283333333;5,0;8,541666667;-1
542;2023;2;12;F;4;Pública;Ametista;7,816533333;9,5;9,7;5,0;6,3;9,006666667;5,0;8,75;-1
543;2023;2;11;F;1;Pública;Ametista;7,971833333;7,8;9,8;2,52;6,5;9,006666667;10,0;8,75;0
556;2023;2;12;F;5;Pública;Ametista;7,7482;8,5;9,6;2,52;7,2;9,396666667;5,0;9,166666667;-1
1109;2023;2;14;M;0;Pública;Ágata;6,277533333;10,0;6,4;5,0;3,4;7,836666667;5,0;7,5;-2
389;2023;2;12;M;4;Pública;Ágata;6,687;0,0;8,2;2,52;8,2;8,95;5,0;8,75;-1
1110;2023;2;12;F;0;Pública;Ametista;7,248566667;4,6;9,2;5,0;6,8;8,73;5,0;8,541666667;-1
568;2023;2;15;M;5;Pública;Ágata;6,9647;7,0;7,9;5,0;7,6;8,01;2,5;8,125;-3
562;2023;2;12;F;2;Pública;Ágata;6,824833333;0,0;8,5;2,52;8,7;8,893333333;5,0;8,541666667;-1
1111;2023;2;11;F;0;Pública;Ágata;6,559166667;0,0;8,9;2,52;5,4;8,173333333;10,0;8,125;0
1112;2023;2;12;M;0;Pública;Ametista;7,088866667;9,5;7,9;2,52;6,3;8,616666667;5,0;8,333333333;-1
525;2023;2;12;F;2;Pública;Ametista;7,911366667;8,0;8,6;2,52;9,2;9,566666667;5,0;8,958333333;-1
357;2023;2;13;M;1;Pública;Topázio;8,2832;8,5;9,6;7,52;8,7;8,23;5,0;8,75;-1
583;2023;2;13;F;4;Pública;Ametista;7,838866667;9,0;9,4;7,52;6,3;8,616666667;5,0;8,333333333;-1
584;2023;2;11;F;4;Pública;Ametista;7,697533333;9,5;9,0;2,52;5,8;8,56;10,0;8,333333333;0
586;2023;2;10;F;2;Bolsista;Topázio;8,4242;8,0;10,0;2,52;8,4;9,343333333;10,0;8,333333333;0
1113;2023;2;12;M;0;Pública;Quartzo;5,636666667;0,0;6,0;7,52;5,0;7,173333333;5,0;7,5;-1
413;2023;2;13;F;1;Pública;Ágata;6,803633333;7,9;8,9;2,52;6,3;7,503333333;5,0;7,291666667;-1
599;2023;2;10;M;1;Pública;Topázio;8,532866667;10,0;9,5;2,52;8,5;9,286666667;10,0;8,333333333;0
1114;2023;2;11;F;0;Pública;Ametista;7,5667;8,5;9,8;2,52;4,9;8,56;10,0;8,125;0
401;2023;2;12;F;2;Pública;Ágata;6,363666667;4,0;8,1;2,52;7,3;7,116666667;5,0;7,083333333;-1
1115;2023;2;11;F;0;Pública;Ágata;6,474;0,0;8,3;7,52;4,0;7,56;10,0;7,5;0
1116;2023;2;13;M;0;Pública;Ágata;6,956533333;9,5;9,2;5,0;4,9;7,39;5,0;7,083333333;-1
604;2023;2;11;F;2;Pública;Topázio;8,548033333;9,0;9,3;7,52;7,5;8,616666667;10,0;8,125;0
605;2023;2;12;F;2;Pública;Ametista;7,709366667;9,0;9,5;7,52;6,8;7,84;5,0;7,291666667;-1
668;2023;2;12;M;1;Pública;Ágata;6,017933333;6,3;6,3;7,52;3,4;7,616666667;5,0;6,875;-1
1117;2023;2;11;F;0;Pública;Topázio;8,382366667;9,0;9,6;7,52;7,3;7,946666667;10,0;7,708333333;0
1118;2023;2;12;F;0;Pública;Ametista;7,163833333;5,3;8,8;7,52;6,0;8,28;5,0;7,708333333;-1
610;2023;2;10;F;1;Pública;Topázio;8,2857;10,0;10,0;2,52;7,0;8,896666667;10,0;8,541666667;0
409;2023;2;12;F;1;Pública;Ametista;7,621466667;8,4;9,5;2,52;8,0;8,73;5,0;7,916666667;-1
466;2023;2;14;M;1;Pública;Ágata;6,595533333;9,5;7,6;6,89;4,5;7,056666667;5,0;6,25;-2
760;2023;2;12;M;2;Pública;Ágata;6,548333333;0,0;8,8;7,52;6,3;7,84;5,0;7,083333333;-1
404;2023;2;13;F;3;Pública;Ágata;6,7093;7,9;8,3;5,02;6,0;6,89;5,0;6,875;-1
590;2023;2;11;F;3;Privada;Ametista;7,647666667;6,3;9,7;3,77;6,5;8,34;10,0;7,291666667;0
469;2023;2;12;F;1;Pública;Ametista;7,482533333;7,5;9,3;2,52;7,8;8,843333333;5,0;7,916666667;-1
1119;2023;2;13;F;0;Pública;Ametista;7,192;7,3;9,7;3,77;5,9;8,453333333;5,0;7,708333333;-1
1120;2023;2;11;F;0;Pública;Topázio;9,103366667;9,5;9,6;7,52;8,3;9,676666667;10,0;8,958333333;0
472;2023;2;13;F;1;Pública;Ágata;6,6858;5,1;7,1;7,52;5,5;8,223333333;5,0;7,708333333;-1
1121;2023;2;11;M;0;Pública;Topázio;8,049;0,0;9,9;6,26;8,0;9,84;10,0;8,75;0
1122;2023;2;11;M;0;Pública;Ametista;7,3715;0,0;9,3;6,89;6,9;8,616666667;10,0;7,291666667;0
438;2023;2;11;M;1;Pública;Ágata;6,9883;6,9;7,5;6,26;5,4;7,223333333;10,0;6,458333333;0
408;2023;2;13;F;1;Pública;Ametista;7,242133333;7,9;8,5;3,77;6,8;8,45;5,0;8,333333333;-1
1123;2023;2;12;M;0;Pública;Ágata;6,9565;7,3;8,9;7,52;5,3;7,113333333;5,0;7,083333333;-1
1124;2023;2;14;F;0;Pública;Ágata;6,667866667;9,5;8,0;7,52;3,0;7,786666667;5,0;7,083333333;-2
623;2023;2;14;M;1;Pública;Ametista;7,8307;10,0;9,5;7,52;7,3;7,446666667;5,0;7,291666667;-2
661;2023;2;11;M;1;Pública;Ágata;6,846333333;0,0;7,7;6,89;6,5;7,836666667;10,0;7,5;0
626;2023;2;12;M;2;Pública;Ametista;7,231033333;9,0;9,2;4,39;6,5;7,613333333;5,0;7,291666667;-1
433;2023;2;13;M;1;Pública;Ágata;6,5982;8,5;7,2;7,52;4,8;7,613333333;5,0;5,833333333;-1
614;2023;2;13;M;2;Pública;Topázio;8,2282;9,0;9,1;7,52;8,6;8,563333333;5,0;8,333333333;-1
434;2023;2;12;M;1;Pública;Ametista;7,069766667;6,3;8,0;7,52;6,6;7,613333333;5,0;7,5;-1
603;2023;2;11;M;1;Pública;Ágata;6,748833333;0,0;8,9;2,52;7,0;7,78;10,0;7,708333333;0
436;2023;2;12;M;1;Pública;Quartzo;5,322366667;7,5;4,7;2,52;3,4;7,613333333;5,0;6,875;-1
616;2023;2;13;M;4;Pública;Quartzo;5,612;0,0;6,6;5,02;6,8;6,783333333;5,0;5,833333333;-1
